date,state_code,total_tests,new_tests,total_cases,new_cases,total_negatives,new_negatives,total_deaths,new_deaths,total_hospitalized,currently_hospitalized,new_hospitalized,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade
20200613,VT,49933,1299,1125,6,48808,1293,55,0,,11,0,,,,,908,B
20200613,WA,429134,6089,26985,160,402149,5929,1204,10,3817,225,45,,,43,,,B
20200613,WI,413488,11331,25089,294,388399,11037,691,2,3035,285,32,99,677,,,16231,A+
20200613,WV,127517,3478,2259,26,125258,3452,88,2,,29,0,9,,2,,1568,B
20200613,WY,33055,1155,1050,23,32005,1132,18,0,93,5,1,,,,,833,C
20200612,AK,70880,1869,625,14,70255,1855,12,1,,15,0,,,3,,403,A
20200612,AL,286385,7559,23710,865,262675,6694,769,14,2202,622,37,,658,,384,13508,B
20200612,AR,181122,4457,11547,731,169575,3726,176,5,961,203,36,,,49,157,7607,A
20200612,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200612,AZ,322779,13197,32918,1654,289861,11543,1144,17,4079,1336,38,429,,278,,5980,A+
20200612,CA,2662258,64611,141983,2702,2520275,61909,4943,62,,4480,0,1310,,,,,B
20200612,CO,234370,4025,28647,148,205723,3877,1339,11,5057,279,22,,,,,4169,A
20200612,CT,330254,8306,44689,228,285565,8078,4159,13,9912,244,0,,,,,7611,B
20200612,DC,61953,2665,9654,65,52299,2600,506,4,,212,0,82,,57,,1143,A+
20200612,DE,77694,3661,10173,67,67521,3594,494,0,,100,0,,,,,6062,A
20200612,FL,1335899,29151,70971,1902,1264928,27249,2967,29,11986,,136,,,,,,A
20200612,GA,591958,7717,55783,810,536175,6907,2418,43,9181,836,108,,2021,,,,A
20200612,GU,8527,147,184,1,8343,146,5,0,,,0,,,,,168,B
20200612,HI,58579,1284,692,7,57887,1277,17,0,86,,1,,,,,623,D
20200612,IA,214544,6005,23337,399,191207,5606,643,4,,225,0,81,,47,,14227,A+
20200612,ID,61432,1317,3302,42,58130,1275,86,1,265,20,3,5,98,,,2684,A
20200612,IL,1147962,24911,132059,732,1015903,24179,6441,78,,2209,0,648,,375,,,A
20200612,IN,335180,7838,39146,398,296034,7440,2396,16,6349,906,35,329,1354,116,,27811,A+
20200612,KS,129152,5410,11047,235,118105,5175,243,3,973,,19,,324,,143,667,A
20200612,KY,281094,0,11945,0,269149,0,493,0,2406,514,0,81,967,,,3379,B
20200612,LA,479534,9861,44995,523,434539,9338,2996,9,,549,0,,,74,,33904,B
20200612,MA,693359,10271,105059,392,588300,9879,7538,46,10726,1143,72,276,,170,,88725,A+
20200612,MD,400095,7725,60613,416,339482,7309,2900,25,9923,836,134,331,,,,4474,B
20200612,ME,66887,1430,2721,54,64166,1376,100,0,308,32,0,11,,5,,2105,B
20200612,MI,786287,15767,65672,223,720615,15544,5990,5,,636,0,253,,139,,42041,A+
20200612,MN,408052,12818,30463,45,377589,12773,1305,25,3557,403,35,191,1093,,,25028,A
20200612,MO,265135,6095,15585,195,249550,5900,872,12,,593,0,,,69,,,B
20200612,MP,7762,181,30,0,7732,181,2,0,,,0,,,,,19,D
20200612,MS,214493,608,19091,608,195402,0,881,13,2643,710,29,172,,94,,13356,A
20200612,MT,57022,1245,573,10,56449,1235,18,0,77,7,3,,,,,489,C
20200612,NC,595697,23020,41249,1768,554448,21252,1092,28,,760,0,,,,,23653,A
20200612,ND,84164,1376,3016,36,81148,1340,67,0,197,35,4,,,,,2573,F
20200612,NE,130773,3111,16315,290,114458,2821,212,17,1029,164,29,,,,,9229,D
20200612,NH,91917,2010,5209,31,86708,1979,308,7,504,73,4,,149,,,3665,A
20200612,NJ,1055396,24603,166164,348,889232,24255,12489,46,18607,1480,115,415,,300,,28509,A+
20200612,NM,255284,9727,9526,276,245758,9451,426,16,1625,179,42,,,,,3983,C
20200612,NV,199447,6193,10678,279,188769,5914,475,0,,328,0,77,,36,,604,A+
20200612,NY,2801400,72395,381714,822,2419686,71573,24495,53,89995,1898,0,552,,387,,68399,A
20200612,OH,523718,11135,40424,420,483294,10715,2508,18,6814,547,61,217,1745,144,,,B
20200612,OK,246214,4769,7848,222,238366,4547,359,2,1103,154,11,65,,,,6391,A+
20200612,OR,166189,4385,5377,140,160812,4245,173,2,875,133,11,47,,15,,2370,A+
20200612,PA,566384,12012,77999,66,488385,11946,6162,49,,899,0,,,202,,56939,A+
20200612,PR,118816,24779,5536,184,113280,24595,146,2,,92,0,7,,4,,,C
20200612,RI,131506,2174,16023,81,115483,2093,833,10,1853,141,11,28,,17,,1435,A+
20200612,SC,236059,6002,17170,729,218889,5273,593,5,1988,512,90,,,,,8682,A+
20200612,SD,63005,1261,5742,77,57263,1184,74,1,525,87,11,,,,,4755,B
20200612,TN,590173,54879,29126,588,561047,54291,468,27,2049,608,38,,,,,19425,B
20200612,TX,1226957,20637,83680,2097,1143277,18540,1939,19,,2166,0,,,,,55258,B
20200612,UT,258786,4118,13577,325,245209,3793,139,8,988,197,20,,294,,130,7935,B
20200612,VA,450530,43133,53211,564,397319,42569,1534,14,8028,1026,64,297,,143,,7002,A+
20200612,VI,2293,41,72,0,2221,41,6,0,,,0,,,,,64,C
20200612,VT,48634,1425,1119,9,47515,1416,55,0,,16,0,,,,,907,B
20200612,WA,423045,9191,26825,266,396220,8925,1194,4,3772,226,-1,,,8,,,B
20200612,WI,402157,11662,24795,354,377362,11308,689,7,3003,287,27,104,670,,,15783,A+
20200612,WV,124039,2919,2233,21,121806,2898,86,1,,29,0,9,,2,,1553,B
20200612,WY,31900,282,1027,18,30873,264,18,0,92,5,0,,,,,814,C
20200611,AK,69011,1291,611,18,68400,1273,11,0,,18,0,,,4,,397,A
20200611,AL,278826,5769,22845,856,255981,4913,755,11,2165,647,36,,650,,380,13508,B
20200611,AR,176665,448,10816,448,165849,0,171,6,925,187,24,,,45,150,7351,A
20200611,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200611,AZ,309582,9895,31264,1412,278318,8483,1127,32,4041,1291,41,429,,278,,5980,A+
20200611,CA,2597647,56849,139281,3090,2458366,53759,4881,105,,4534,0,1325,,,,,B
20200611,CO,230345,4251,28499,152,201846,4099,1328,16,5035,277,10,,,,,4150,A
20200611,CT,321948,5035,44461,114,277487,4921,4146,26,9912,246,243,,,,,7611,B
20200611,DC,59288,1096,9589,52,49699,1044,502,3,,238,0,82,,53,,1143,A+
20200611,DE,74033,2288,10106,50,63927,2238,494,1,,109,0,,,,,6001,A
20200611,FL,1306748,27725,69069,1698,1237679,26027,2938,49,11850,,229,,,,,,A
20200611,GA,584241,13286,54973,993,529268,12293,2375,46,9073,842,99,,2006,,,,A
20200611,GU,8380,98,183,1,8197,97,5,0,,,0,,,,,168,B
20200611,HI,57295,1122,685,3,56610,1119,17,0,85,,1,,,,,622,D
20200611,IA,208539,5710,22938,387,185601,5323,639,9,,242,0,75,,48,,13956,A+
20200611,ID,60115,1063,3260,40,56855,1023,85,0,262,28,0,7,99,,,2628,A
20200611,IL,1123051,22325,131327,766,991724,21559,6363,90,,2365,0,638,,379,,,B
20200611,IN,327342,7248,38748,411,288594,6837,2380,25,6314,887,53,331,1345,118,,27321,A+
20200611,KS,123742,0,10812,0,112930,0,240,0,954,,0,,316,,139,657,A
20200611,KY,281094,6680,11945,62,269149,6618,493,9,2406,514,10,81,967,,,3379,B
20200611,LA,469673,9553,44472,442,425201,9111,2987,19,,553,0,,,77,,33904,B
20200611,MA,683088,10998,104667,511,578421,10487,7492,38,10654,1260,72,296,,181,,88725,A+
20200611,MD,392370,7728,60197,732,332173,6996,2875,31,9789,902,34,358,,,,4365,B
20200611,ME,65457,1517,2667,30,62790,1487,100,0,308,29,5,12,,5,,2062,B
20200611,MI,770520,14469,65449,267,705071,14202,5985,33,,661,0,249,,150,,42041,A+
20200611,MN,395234,13401,30418,219,364816,13182,1280,13,3522,411,40,196,1091,,,24870,A
20200611,MO,259040,7411,15390,203,243650,7208,860,12,,537,0,,,59,,,B
20200611,MP,7581,58,30,0,7551,58,2,0,,,0,,,,,19,D
20200611,MS,213885,0,18483,0,195402,0,868,0,2614,655,0,160,,99,,13356,A
20200611,MT,55777,1161,563,2,55214,1159,18,0,74,7,0,,,,,487,C
20200611,NC,572677,19027,39481,1310,533196,17717,1064,11,,812,0,,,,,23653,A
20200611,ND,82788,1128,2980,39,79808,1089,67,0,193,32,0,,,,,2515,D
20200611,NE,127662,2500,16025,142,111637,2358,195,4,1000,175,11,,,,,8946,D
20200611,NH,89907,1260,5178,46,84729,1214,301,7,500,81,4,,147,,,3585,B
20200611,NJ,1030793,21859,165816,470,864977,21389,12443,66,18492,1512,269,445,,319,,28376,A+
20200611,NM,245557,3900,9250,145,236307,3755,410,6,1583,197,0,,,,,3806,C
20200611,NV,193254,5931,10399,235,182855,5696,475,1,,337,0,72,,35,,560,A+
20200611,NY,2729005,60839,380892,736,2348113,60103,24442,38,89995,2042,0,581,,424,,68211,A
20200611,OH,512583,10699,40004,429,472579,10270,2490,33,6753,563,60,225,1732,155,,,B
20200611,OK,241445,4148,7626,146,233819,4002,357,2,1092,153,17,58,,,,6263,A+
20200611,OR,161804,5046,5237,177,156567,4869,171,2,864,130,7,39,,19,,2350,A+
20200611,PA,554372,9942,77933,467,476439,9475,6113,51,,946,0,,,215,,55665,A+
20200611,PR,94037,23,5352,23,88685,0,144,1,,91,0,7,,4,,,C
20200611,RI,129332,1525,15942,87,113390,1438,823,11,1842,146,14,26,,16,,1419,A+
20200611,SC,230057,-22475,16441,682,213616,-23157,588,13,1898,494,0,,,,,7928,A+
20200611,SD,61744,1059,5665,61,56079,998,73,4,514,87,11,,,,,4664,B
20200611,TN,535294,6467,28538,477,506756,5990,441,5,2011,606,21,,,,,18992,B
20200611,TX,1206320,45233,81583,1826,1124737,43407,1920,35,,2008,0,,,,,54096,B
20200611,UT,254668,4908,13252,388,241416,4520,131,3,968,188,14,,282,,123,7745,B
20200611,VA,407397,9033,52647,470,354750,8563,1520,6,7964,1069,-17,273,,138,,6895,A+
20200611,VI,2252,11,72,0,2180,11,6,0,,,0,,,,,64,C
20200611,VT,47209,1467,1110,15,46099,1452,55,0,,12,0,,,,,905,B
20200611,WA,413854,11209,26559,278,387295,10931,1190,14,3773,226,26,,,63,,,B
20200611,WI,390495,9313,24441,371,366054,8942,682,11,2976,306,33,101,660,,,15348,A+
20200611,WV,121120,3130,2212,24,118908,3106,85,0,,38,0,8,,2,,1516,B
20200611,WY,31618,766,1009,29,30609,737,18,0,92,7,0,,,,,814,C
20200610,AK,67720,830,593,20,67127,810,11,0,,22,0,,,3,,392,A
20200610,AL,273057,5318,21989,567,251068,4751,744,15,2129,629,42,,646,,378,13508,B
20200610,AR,176217,10436,10368,288,165849,10148,165,4,901,181,36,,,49,147,7116,A
20200610,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200610,AZ,299687,6474,29852,1556,269835,4918,1095,25,4000,1274,41,413,,273,,5851,A+
20200610,CA,2540798,54553,136191,2702,2404607,51851,4776,79,,4719,0,1326,,,,,B
20200610,CO,226094,4207,28347,164,197747,4043,1312,20,5025,305,166,,,,,4130,A
20200610,CT,316913,4262,44347,168,272566,4094,4120,23,9669,270,0,,,,,7284,B
20200610,DC,58192,1040,9537,63,48655,977,499,4,,245,0,79,,60,,1143,A+
20200610,DE,71745,992,10056,36,61689,956,493,1,,108,0,,,,,5939,A
20200610,FL,1279023,20718,67371,1371,1211652,19347,2889,38,11621,,161,,,,,,A
20200610,GA,570955,13772,53980,731,516975,13041,2329,44,8974,817,102,,1991,,,,A
20200610,GU,8282,306,182,2,8100,304,5,0,,,0,,,,,164,B
20200610,HI,56173,699,682,6,55491,693,17,0,84,,0,,,,,621,D
20200610,IA,202829,5106,22551,315,180278,4791,630,6,,245,0,73,,49,,13628,A+
20200610,ID,59052,1375,3220,31,55832,1344,85,2,262,20,2,7,99,,,2554,A
20200610,IL,1100726,20820,130561,625,970165,20195,6273,77,,2458,0,706,,394,,,A
20200610,IN,320094,4704,38337,304,281757,4400,2355,16,6261,894,36,307,1334,113,,26791,A+
20200610,KS,123742,4233,10812,162,112930,4071,240,4,954,,18,,316,,139,657,A
20200610,KY,274414,14476,11883,175,262531,14301,484,7,2396,508,10,68,966,,,3375,B
20200610,LA,460120,6452,44030,418,416090,6034,2968,11,,549,0,,,72,,33904,B
20200610,MA,672090,10098,104156,267,567934,9831,7454,46,10582,1345,75,319,,200,,84621,A+
20200610,MD,384642,6560,59465,561,325177,5999,2844,33,9755,955,79,379,,,,4310,B
20200610,ME,63940,1520,2637,31,61303,1489,100,0,303,27,1,10,,5,,2023,B
20200610,MI,756051,15,65182,15,690869,0,5952,1,,661,0,249,,150,,42041,A+
20200610,MN,381833,12040,30199,333,351634,11707,1267,39,3482,427,41,193,1083,,,24675,A
20200610,MO,251629,5934,15187,274,236442,5660,848,8,,533,0,,,59,,,B
20200610,MP,7523,0,30,0,7493,0,2,0,,,0,,,,,19,D
20200610,MS,213885,5673,18483,715,195402,4958,868,31,2614,655,79,160,,99,,13356,A
20200610,MT,54616,1432,561,7,54055,1425,18,0,74,7,2,,,,,487,C
20200610,NC,553650,17939,38171,1011,515479,16928,1053,24,,780,0,,,,,23653,A
20200610,ND,81660,994,2941,40,78719,954,67,2,193,33,4,,,,,2482,D
20200610,NE,125162,2470,15883,131,109279,2339,191,3,989,181,22,,,,,8820,D
20200610,NH,88647,1524,5132,53,83515,1471,294,8,496,80,4,,146,,,3501,B
20200610,NJ,1008934,19437,165346,550,843588,18887,12377,74,18223,1701,154,471,,342,,28207,A+
20200610,NM,241657,2856,9105,43,232552,2813,404,4,1583,193,25,,,,,3699,C
20200610,NV,187323,3734,10164,134,177159,3600,474,2,,359,0,70,,38,,557,A+
20200610,NY,2668166,62297,380156,674,2288010,61623,24404,56,89995,2190,0,630,,462,,68019,A
20200610,OH,501884,11494,39575,413,462309,11081,2457,36,6693,575,73,232,1714,159,,,B
20200610,OK,237297,3256,7480,117,229817,3139,355,2,1075,150,14,63,,,,6166,A+
20200610,OR,156758,3141,5060,72,151698,3069,169,0,857,136,6,40,,18,,2332,A+
20200610,PA,544430,8126,77466,410,466964,7716,6062,48,,992,0,,,218,,54560,A+
20200610,PR,94014,144,5329,144,88685,0,143,1,,97,0,8,,5,,,C
20200610,RI,127807,1468,15855,104,111952,1364,812,4,1828,148,13,27,,16,,1406,A+
20200610,SC,252532,4550,15759,531,236773,4019,575,7,1898,513,0,,,,,7928,A+
20200610,SD,60685,1526,5604,81,55081,1445,69,1,503,101,16,,,,,4573,B
20200610,TN,528827,7630,28061,486,500766,7144,436,1,1990,624,16,,,,,18516,B
20200610,TX,1161087,13732,79757,2504,1081330,11228,1885,32,,2153,0,,,,,52449,B
20200610,UT,249760,2900,12864,305,236896,2595,128,1,954,223,23,,276,,116,7587,B
20200610,VA,398364,7508,52177,439,346187,7069,1514,18,7981,1155,135,296,,139,,6826,A+
20200610,VI,2241,33,72,1,2169,32,6,0,,,0,,,,,64,C
20200610,VT,45742,1514,1095,11,44647,1503,55,0,,11,0,,,,,903,B
20200610,WA,402645,11555,26281,277,376364,11278,1176,15,3747,238,48,,,92,,,B
20200610,WI,381182,10238,24070,336,357112,9902,671,10,2943,328,39,114,654,,,14999,A+
20200610,WV,117990,3652,2188,19,115802,3633,85,1,,24,0,9,,5,,1485,B
20200610,WY,30852,516,980,10,29872,506,18,1,92,8,1,,,,,804,C
20200609,AK,66890,978,573,10,66317,968,11,1,,12,0,,,1,,389,A
20200609,AL,267739,7748,21422,497,246317,7251,729,11,2087,600,33,,631,,375,11395,B
20200609,AR,165781,5194,10080,340,155701,4854,161,6,865,173,21,,,44,144,6875,A
20200609,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200609,AZ,293213,5132,28296,618,264917,4514,1070,23,3959,1243,48,438,,264,,5764,A+
20200609,CA,2486245,55055,133489,2170,2352756,52885,4697,44,,4583,0,1345,,,,,B
20200609,CO,221887,4403,28183,182,193704,4221,1292,18,4859,304,374,,,,,4112,A
20200609,CT,312651,4580,44179,87,268472,4493,4097,13,9669,293,0,,,,,7284,B
20200609,DC,57152,1386,9474,85,47678,1301,495,4,,255,0,89,,59,,1143,A+
20200609,DE,70753,806,10020,48,60733,758,492,2,,108,0,,,,,5888,A
20200609,FL,1258305,23755,66000,1096,1192305,22659,2851,53,11460,,178,,,,,,A
20200609,GA,557183,7808,53249,752,503934,7056,2285,77,8872,834,126,,1960,,,,A
20200609,GU,7976,247,180,1,7796,246,5,0,,,0,,,,,163,B
20200609,HI,55474,327,676,1,54798,326,17,0,84,,0,,,,,618,D
20200609,IA,197723,4101,22236,249,175487,3852,624,12,,255,0,82,,51,,13411,A+
20200609,ID,57677,1636,3189,50,54488,1586,83,0,260,21,0,7,99,,,2509,A
20200609,IL,1079906,20309,129936,797,949970,19512,6196,94,,2573,0,726,,437,,,A
20200609,IN,315390,5887,38033,410,277357,5477,2339,23,6225,853,46,307,1330,113,,26205,A+
20200609,KS,119509,0,10650,0,108859,0,236,0,936,,0,,311,,136,625,A
20200609,KY,259938,7081,11708,232,248230,6849,477,5,2386,525,18,75,966,,,3365,B
20200609,LA,453668,11066,43612,562,410056,10504,2957,13,,568,0,,,67,,33904,B
20200609,MA,661992,4723,103889,263,558103,4460,7408,55,10507,1397,82,315,,202,,84621,A+
20200609,MD,378082,6579,58904,500,319178,6079,2811,35,9676,970,47,386,,,,4279,B
20200609,ME,62420,775,2606,18,59814,757,100,1,302,29,1,10,,7,,1992,B
20200609,MI,756036,16872,65167,63,690869,16809,5951,9,,661,0,249,,150,,42041,A+
20200609,MN,369793,8881,29866,430,339927,8451,1228,20,3441,455,40,199,1068,,,24221,A
20200609,MO,245695,4234,14913,179,230782,4055,840,21,,533,0,,,59,,,B
20200609,MP,7523,281,30,2,7493,279,2,0,,,0,,,,,19,D
20200609,MS,208212,0,17768,0,190444,0,837,0,2535,598,0,142,,83,,13356,A
20200609,MT,53184,1592,554,6,52630,1586,18,0,72,5,3,,,,,485,C
20200609,NC,535711,15598,37160,676,498551,14922,1029,23,,774,0,,,,,23653,A
20200609,ND,80666,486,2901,21,77765,465,65,3,189,32,5,,,,,2450,D
20200609,NE,122692,1285,15752,118,106940,1167,188,0,967,176,32,,,,,8637,D
20200609,NH,87123,1571,5079,36,82044,1535,286,0,492,78,3,,145,,,3392,B
20200609,NJ,989497,14408,164796,299,824701,14109,12303,89,18069,1736,19,510,,373,,28036,A+
20200609,NM,238801,4426,9062,122,229739,4304,400,4,1558,183,25,,,,,3380,C
20200609,NV,183589,3586,10030,244,173559,3342,472,3,,350,0,86,,41,,557,A+
20200609,NY,2605869,49973,379482,683,2226387,49290,24348,49,89995,2344,0,663,,485,,67808,A
20200609,OH,490390,13572,39162,325,451228,13247,2421,17,6620,639,70,238,1708,153,,,B
20200609,OK,234041,12238,7363,158,226678,12080,353,5,1061,148,22,66,,,,6073,A+
20200609,OR,153617,3738,4988,66,148629,3672,169,5,851,145,8,47,,20,,2313,A+
20200609,PA,536304,8354,77056,493,459248,7861,6014,61,,1032,0,,,237,,53670,A+
20200609,PR,93870,139,5185,139,88685,0,142,0,,95,0,9,,6,,,B
20200609,RI,126339,1232,15751,68,110588,1164,808,9,1815,144,8,31,,19,,1398,A+
20200609,SC,247982,3321,15228,428,232754,2893,568,11,1898,541,84,,,,,7928,A+
20200609,SD,59159,1340,5523,52,53636,1288,68,3,487,90,5,,,,,4483,B
20200609,TN,521197,8434,27575,631,493622,7803,435,14,1974,587,26,,,,,18013,B
20200609,TX,1147355,27039,77253,1637,1070102,25402,1853,23,,2056,0,,,,,51140,B
20200609,UT,246860,3961,12559,237,234301,3724,127,3,931,230,13,,274,,116,7391,B
20200609,VA,390856,7264,51738,487,339118,6777,1496,19,7846,1169,116,311,,155,,6677,A+
20200609,VI,2208,9,71,0,2137,9,6,0,,,0,,,,,63,C
20200609,VT,44228,1430,1084,9,43144,1421,55,0,,16,0,,,,,901,B
20200609,WA,391090,9785,26004,272,365086,9513,1161,2,3699,205,30,,,60,,,B
20200609,WI,370944,14257,23734,300,347210,13957,661,15,2904,505,44,117,649,,,14583,A+
20200609,WV,114338,733,2169,16,112169,717,84,0,,24,0,9,,4,,1477,B
20200609,WY,30336,362,970,10,29366,352,17,0,91,8,0,,,,,789,C
20200608,AK,65912,1008,563,19,65349,989,10,0,,7,0,,,0,,384,B
20200608,AL,259991,425,20925,425,239066,0,718,26,2054,,32,,623,,371,11395,B
20200608,AR,160587,314,9740,314,150847,0,155,1,844,171,0,,,46,143,6424,A
20200608,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200608,AZ,288081,6460,27678,789,260403,5671,1047,3,3911,1266,64,390,,246,,5639,A+
20200608,CA,2431190,68972,131319,2507,2299871,66465,4653,27,,4506,0,1301,,,,,B
20200608,CO,217484,4470,28001,153,189483,4317,1274,0,4485,322,5,,,,,4091,A
20200608,CT,308071,5717,44092,124,263979,5593,4084,13,9669,324,0,,,,,7284,B
20200608,DC,55766,1219,9389,57,46377,1162,491,2,,268,0,102,,72,,1143,A+
20200608,DE,69947,950,9972,30,59975,920,490,2,,113,0,,,,,5791,A
20200608,FL,1234550,18392,64904,966,1169646,17426,2798,12,11282,,67,,,,,,A
20200608,GA,549375,9491,52497,599,496878,8892,2208,28,8746,819,61,,1925,,,,A
20200608,GU,7729,266,179,0,7550,266,5,0,,,0,,,,,163,B
20200608,HI,55147,1092,675,2,54472,1090,17,0,84,,1,,,,,617,D
20200608,IA,193622,5430,21987,320,171635,5110,612,8,,265,0,85,,53,,13028,A+
20200608,ID,56041,0,3139,0,52902,0,83,0,260,23,0,8,99,,,2461,A
20200608,IL,1059597,16823,129139,1382,930458,15441,6102,198,,2496,0,713,,443,,,A
20200608,IN,309503,5240,37623,226,271880,5014,2316,13,6179,902,43,346,1325,130,,25608,A+
20200608,KS,119509,5856,10650,257,108859,5599,236,4,936,,19,,311,,136,625,A
20200608,KY,252857,3795,11476,189,241381,3606,472,2,2368,486,7,76,958,,,3359,B
20200608,LA,442602,8537,43050,234,399552,8303,2944,8,,582,0,,,71,,33904,B
20200608,MA,657269,4779,103626,190,553643,4589,7353,37,10425,1415,32,322,,209,,84621,A+
20200608,MD,371503,6700,58404,431,313099,6269,2776,27,9629,979,83,392,,,,4240,B
20200608,ME,61645,2676,2588,18,59057,2658,99,0,301,37,3,12,,7,,1891,B
20200608,MI,739164,12939,65104,135,674060,12804,5942,15,,661,0,249,,191,,42041,A+
20200608,MN,360912,7771,29436,448,331476,7323,1208,11,3401,452,34,198,1052,,,23657,A
20200608,MO,241461,4603,14734,181,226727,4422,819,10,,611,0,,,76,,,B
20200608,MP,7242,1,28,1,7214,0,2,0,,,0,,,,,19,D
20200608,MS,208212,4963,17768,498,190444,4465,837,20,2535,598,13,142,,83,,13356,A
20200608,MT,51592,4214,548,3,51044,4211,18,0,69,2,0,,,,,475,C
20200608,NC,520113,8887,36484,938,483629,7949,1006,10,,739,0,,,,,23653,A
20200608,ND,80180,247,2880,19,77300,228,62,3,184,29,1,,,,,2336,D
20200608,NE,121407,1638,15634,91,105773,1547,188,0,935,166,7,,,,,8455,D
20200608,NH,85552,1543,5043,24,80509,1519,286,3,489,86,2,,145,,,3392,B
20200608,NJ,975089,14664,164497,333,810592,14331,12214,38,18050,1740,0,498,,361,,27941,A+
20200608,NM,234375,5228,8940,140,225435,5088,396,4,1533,177,44,,,,,3307,C
20200608,NV,180003,4306,9786,137,170217,4169,469,4,,339,0,74,,44,,522,A+
20200608,NY,2555896,58054,378799,702,2177097,57352,24299,40,89995,2371,0,678,,507,,67687,A
20200608,OH,476818,7794,38837,361,437981,7433,2404,27,6550,644,53,245,1668,158,,,B
20200608,OK,221803,55,7205,55,214598,0,348,0,1039,158,13,65,,,,6014,A+
20200608,OR,149879,1479,4922,114,144957,1365,164,0,843,137,24,43,,18,,2237,A+
20200608,PA,527950,7565,76563,351,451387,7214,5953,10,,1174,0,,,268,,53670,A+
20200608,PR,93731,61,5046,61,88685,0,142,0,,107,0,8,,7,,,B
20200608,RI,125107,929,15683,45,109424,884,799,27,1807,146,32,28,,20,,1390,A+
20200608,SC,244661,6802,14800,514,229861,6288,557,11,1814,507,0,,,,,7347,A+
20200608,SD,57819,759,5471,33,52348,726,65,0,482,92,4,,,,,4403,B
20200608,TN,512763,13995,26944,563,485819,13432,421,3,1948,617,16,,,,,17563,B
20200608,TX,1120316,19870,75616,638,1044700,19232,1830,0,,1935,0,,,,,49758,B
20200608,UT,242899,4948,12322,256,230577,4692,124,3,918,182,18,,270,,112,7255,B
20200608,VA,383592,3776,51251,570,332341,3206,1477,5,7730,1173,6,308,,160,,6557,A+
20200608,VI,2199,3,71,0,2128,3,6,0,,,0,,,,,62,C
20200608,VT,42798,1580,1075,12,41723,1568,55,0,,13,0,,,,,895,B
20200608,WA,381305,8276,25732,313,355573,7963,1159,6,3669,213,17,,,66,,,B
20200608,WI,356687,7608,23434,222,333253,7386,646,-1,2860,528,12,110,637,,,14242,A+
20200608,WV,113605,1798,2153,9,111452,1789,84,0,,24,0,9,,4,,1468,B
20200608,WY,29974,1223,960,13,29014,1210,17,0,91,7,1,,,,,773,C
20200607,AK,64904,1003,544,8,64360,995,10,0,,7,-48,,,1,,382,B
20200607,AL,259566,13922,20500,457,239066,13465,692,3,2022,,29,,615,,364,11395,B
20200607,AR,160273,3516,9426,325,150847,3191,154,0,844,145,6,,,35,143,6424,A
20200607,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200607,AZ,281621,9975,26889,1438,254732,8537,1044,2,3847,1252,70,392,,248,,5517,A+
